institution_name,location,region,size,focus,res,status,rank_2025,rank_2024,overall,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,rank_update
Shenzhen University,China (Mainland),Asia,Extra Large,Comprehensive,Very High,Public,508,595,23.9,7.7,3.2,42.1,64.5,11,1.4,65.1,15.8,7.4,87
SOAS University of London,United Kingdom,Europe,Medium,Specialist,Very High,Public,508,511,23.9,17.1,9.4,14.8,15.1,100,98.7,16.9,22.4,39.1,3
Ewha Womans University,South Korea,Asia,Large,Full Comprehensive,High,Private,511,498,23.8,22.1,21.2,76.3,6.9,7,24.4,31.3,23,34.2,-13
Zhengzhou University,China (Mainland),Asia,Extra Large,Full Comprehensive,Very High,Public,511,621,23.8,5.4,22,4.9,80.3,12.5,2.4,56.3,5.7,2.4,110
Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),Saudi Arabia,Asia,Large,Full Comprehensive,High,Public,513,595,23.7,10.5,11.4,89.5,2.6,98.2,19.7,68.3,2.4,18.4,82
Prince Mohammad Bin Fahd university,Saudi Arabia,Asia,Small,Specialist,High,Private,513,590,23.7,20.3,23,23.1,27.8,100,18.8,23.3,2.8,1.2,77
University of Milano-Bicocca,Italy,Europe,Large,Foucsed,Very High,Public,513,481,23.7,20.4,10.9,3.3,54.1,3.5,4.3,81.1,11.5,14.8,-32
Ateneo de Manila University,Philippines,Asia,Large,Specialist,Very High,Private,516,563,23.6,21.4,64.5,24.4,1.8,2.9,2.5,23,70.6,15.6,47
Edith Cowan University,Australia,Oceania,Large,Comprehensive,Very High,Public,516,529,23.6,8.5,6.8,4.8,49.8,78.5,57.7,64.5,4.7,5.8,13
INTI International University,Malaysia,Asia,Small,Comprehensive,High,Semi-Autonomous,516,556,23.6,7.7,19.9,89.1,1.7,95.4,92.9,7,4.4,1.1,40
Kyungpook National University,South Korea,Asia,Large,Full Comprehensive,Very High,Public,516,520,23.6,11.1,16.7,66.9,20.5,11.1,25.7,52,10.6,60.6,4
Sabanci University,Turkey,Asia,Small,Comprehensive,Very High,Private,516,526,23.6,19.5,44.6,38.2,19.4,32,14.2,25.9,7.2,7.9,10
University of Hull,United Kingdom,Europe,Large,Full Comprehensive,High,Public,516,523,23.6,8.9,4.5,14.3,21.5,63.3,81.5,76.9,20.5,68,7
Ural Federal University - UrFU,Russia,Europe,Extra Large,Comprehensive,Very High,Public,516,473,23.6,19.6,14.2,95.5,2.1,5.4,25.3,86.6,1.9,12.7,-43
Zayed University,United Arab Emirates,Asia,Medium,Specialist,Very High,Public,621,701,21.01,17.6,18.4,24.3,8.6,100,1.9,50.8,20.9,2.9,80
Pusan National University,South Korea,Asia,Large,Full Comprehensive,Very High,Public,524,611,23.4,18.7,16.5,43.5,19.5,10.5,13.7,57.7,13.8,65,87
Universidad Austral,Argentina,Americas,Medium,Full Comprehensive,Medium,Private,524,520,23.4,20.9,36.2,79.7,1.9,2.7,7.5,10.2,65.9,1.3,-4
Universität Jena,Germany,Europe,Large,Full Comprehensive,Very High,Public,526,461,23.3,17.2,5.7,99.9,8.8,12.5,20.2,94.7,3.9,13.1,-65
Missouri University of Science and Technology,United States,Americas,Medium,Comprehensive,Very High,Public,527,480,23.2,4,6.1,5.7,86.2,35.2,12.8,30.5,4.8,1.7,-47
Universität Leipzig,Germany,Europe,Large,Full Comprehensive,Very High,Public,527,479,23.2,23.5,9.7,74.8,8.4,12.5,14.2,84.3,10.5,21.3,-48
University of Bayreuth,Germany,Europe,Medium,Comprehensive,Very High,Public,527,509,23.2,10.2,15.7,50.3,25.8,54.8,21.2,75.1,9,11.3,-18
Warsaw University of Technology,Poland,Europe,Large,Foucsed,Very High,Public,527,571,23.2,23.3,51.9,42.6,4.7,2.4,10.3,60.6,9.8,1.4,44
Coventry University,United Kingdom,Europe,Extra Large,Comprehensive,Very High,Public,526,571,23.3,9.9,10.4,16.9,7.1,77,99.9,82.6,10,64.4,45
Indian Institute of Technology (BHU) Varanasi,India,Asia,Medium,Foucsed,Very High,Public,531,571,23.1,5.5,5.9,3.9,95,1.4,1.1,24.5,6.5,10.1,40
University of Bradford,United Kingdom,Europe,Medium,Comprehensive,Very High,Public,531,641,23.1,9.1,7.1,6.8,21.7,68.5,97.6,66,34.3,40.7,110
University of Utah,United States,Americas,Extra Large,Full Comprehensive,Very High,Public,531,441,23.1,15.7,6.3,50,30.5,15.5,10.3,80.5,17.4,24.5,-90
Universidad Nacional de La Plata (UNLP),Argentina,Americas,Extra Large,Full Comprehensive,High,Public,534,540,23,40.8,19.2,28.4,1.9,5.3,22.6,55.4,27.3,2.2,6
Lahore University of Management Sciences (LUMS),Pakistan,Asia,Small,Comprehensive,Very High,Private,535,540,22.9,17.2,73.2,27.1,7.4,12.2,1.8,19.5,37,1.1,5
Northumbria University at Newcastle,United Kingdom,Europe,Large,Comprehensive,Very High,Public,535,548,22.9,10.9,10.8,11.8,15.8,70.7,56.2,78.4,14,75.3,13
University of Bordeaux,France,Europe,Extra Large,Foucsed,Very High,Public,535,465,22.9,31.3,5.5,11.5,17.6,27.1,23.3,92.9,16.7,20.1,-70
University of Eastern Finland,Finland,Europe,Large,Comprehensive,Very High,Public,535,548,22.9,13.8,7.6,43.7,18.4,37.4,5.2,86.4,4.2,78.6,13
Applied Science University - Bahrain,Bahrain,Asia,Small,Foucsed,Very High,Private,539,582,22.8,23.5,25,39.3,2,100,46.8,13.3,11.3,1.7,43
Hitotsubashi University,Japan,Asia,Medium,Specialist,Very High,Public,539,481,22.8,14.4,73,30.8,2.1,19.8,20,7.5,51.9,1.1,-58
Sunway University,Malaysia,Asia,Small,Comprehensive,Very High,Private,539,586,22.8,13,39.2,44,10.3,35.9,33.2,51.1,3.9,27.3,47
Université de Fribourg,Switzerland,Europe,Medium,Comprehensive,Very High,Public,539,563,22.8,10.3,3,7.5,25.4,99.9,38.3,58.3,40.6,51.8,24
University of Salamanca,Spain,Europe,Large,Full Comprehensive,Very High,Public,539,534,22.8,26.9,14.6,26,6.2,6.9,14.9,80,23.4,69.5,-5
Universidad de Zaragoza,Spain,Europe,Large,Full Comprehensive,Very High,Public,544,523,22.7,21.3,5.1,56.1,7,4.5,9,89.5,10.7,77.1,-21
Universidad Pontificia Comillas,Spain,Europe,Medium,Foucsed,Very High,Private,544,582,22.7,8.3,71.6,38.3,2.2,18.7,5,9,85.4,7.1,38
Northwestern Polytechnical University,China (Mainland),Asia,Extra Large,Comprehensive,Very High,Public,547,621,22.6,5.8,3.2,44.8,63.8,16.7,5.2,53.4,6.6,2.4,74
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University (TIIAME-NRU),Uzbekistan,Asia,Medium,Foucsed,Very High,Public,547,708.5249663,22.6,30.6,19.9,79,2.2,26.3,4.1,8.6,15.1,9.5,161.5249663
University of Genoa,Italy,Europe,Large,Full Comprehensive,Very High,Public,547,530,22.6,18.8,4.9,12.7,43.7,5.4,9.2,81.2,10.5,39.5,-17
University of Iceland,Iceland,Europe,Medium,Comprehensive,Very High,Public,547,1201,22.6,6.8,2.5,99.9,6.7,25.7,10.3,73.5,83.2,5.9,654
University of Windsor,Canada,Americas,Large,Comprehensive,Very High,Public,547,641,22.6,3.9,3.9,2.2,36.2,88.7,83.8,51.1,25.8,38.5,94
United Arab Emirates University,United Arab Emirates,Asia,Medium,Full Comprehensive,Very High,Public,261,290,39.4,30.1,38.3,49.8,16.6,100,34.2,86.2,82,36.6,29
University of Tabriz,"Iran, Islamic Republic of",Asia,Large,Comprehensive,Very High,Public,552,708.5249663,22.5,5.9,5,3.4,81.7,1.5,6.8,71.8,5.3,1.2,156.5249663
Hasselt University,Belgium,Europe,Medium,Foucsed,Very High,Public,554,551,22.4,5.8,3.3,82.1,15.4,74.2,25.3,69.6,2.4,26.8,-3
Jordan University of Science & Technology,Jordan,Asia,Medium,Comprehensive,Very High,Public,554,731,22.4,21,30.7,18.8,5.6,38.2,67.7,55.5,4.3,24.5,177
Universiti Utara Malaysia (UUM),Malaysia,Asia,Medium,Specialist,Very High,Public,554,538,22.4,22,25.4,38.8,8.2,19.4,79.3,34.1,12.3,5.3,-16
University of Dhaka,Bangladesh,Asia,Extra Large,Full Comprehensive,High,Public,554,691,22.4,23,45.6,11.2,2.9,1.6,1,52,93.7,11.8,137
University Ulm,Germany,Europe,Medium,Foucsed,Very High,Public,554,542,22.4,7.4,5.5,78.5,31.2,39.6,21,61.1,2.9,2.1,-12
Peter the Great St. Petersburg Polytechnic University,Russia,Europe,Large,Comprehensive,Very High,Public,559,534,22.3,16,10.9,74.3,2.9,14.1,84,64.7,4.9,11.2,-25
Ulster University,United Kingdom,Europe,Large,Comprehensive,Very High,Public,559,498,22.3,8.1,11.3,9.6,11.5,99.8,77.6,73.4,6.8,62.2,-61
Umm Al-Qura University,Saudi Arabia,Asia,Extra Large,Full Comprehensive,High,Public,559,601,22.3,20.7,12.8,54.7,2.2,100,16,59.7,6.7,3.1,42
Université Claude Bernard Lyon 1,France,Europe,Extra Large,Full Comprehensive,Very High,Public,562,452,22.2,18.1,3.7,7.9,48.3,7.4,12,93.7,12.4,11,-110
Universiti Teknologi Brunei,Brunei,Asia,Small,Foucsed,Very High,Public,562,525,22.2,15.4,6.3,88.5,9.9,100,5.8,15.9,14.7,1.4,-37
Eötvös Loránd University,Hungary,Europe,Large,Comprehensive,Very High,Public,564,701,22.1,23.3,22.6,10.7,6.1,5.2,11,71.3,60.9,61.9,137
Nanjing University of Science and Technology,China (Mainland),Asia,Large,Foucsed,Very High,Public,565,600,22,5.7,2.5,8.9,89.3,12.5,9.6,38.7,3.7,2.3,35
University of Connecticut,United States,Americas,Large,Full Comprehensive,Very High,Public,565,444,22,14.4,8.1,18.2,29.8,27.4,19.4,88,23.3,37.6,-121
Chiang Mai University,Thailand,Asia,Extra Large,Full Comprehensive,High,Public,567,571,21.9,34.8,17.1,17.3,4.2,4.8,4.2,62.5,19.1,56.1,4
Lebanese University,Lebanon,Asia,Extra Large,Full Comprehensive,High,Public,567,577,21.9,29,34.4,10.1,2.2,43.8,29.5,43.7,29.9,5.8,10
MGIMO University,Russia,Europe,Medium,Comprehensive,High,Public,567,526,21.9,9.8,25.4,100,1.3,11.3,41.3,5.7,60,1,-41
University of Chemistry and Technology  Prague,Czech Republic,Europe,Small,Foucsed,Very High,Public,570,556,21.8,5.6,9.3,98.4,13.5,23.9,78.4,34.9,4.2,3.4,-14
University of Szeged,Hungary,Europe,Large,Full Comprehensive,High,Private,570,601,21.8,18.5,16.8,37,4.8,11.8,41.2,73.1,15,61.9,31
University of the Punjab,Pakistan,Asia,Extra Large,Comprehensive,Very High,Public,570,741,21.8,15.6,52.2,4.5,11.6,3.2,1.3,62.2,81.4,4.3,171
Florida State University,United States,Americas,Extra Large,Full Comprehensive,Very High,Public,573,461,21.6,25.6,18.1,7.2,24.8,10,4.2,71.9,18.4,26.8,-112
Florida International University,United States,Americas,Extra Large,Full Comprehensive,Very High,Public,574,556,21.5,15.3,22.5,11.8,12.6,20.3,12.9,86.7,16.6,81.2,-18
University of Debrecen,Hungary,Europe,Large,Full Comprehensive,High,Public,574,671,21.5,17.9,13.9,34,3.9,10.6,70,76.7,21.4,39.5,97
National Research Tomsk Polytechnic University,Russia,Europe,Medium,Foucsed,Very High,Public,576,586,21.4,8.9,8.4,95.1,3.7,10.9,82.8,62.7,2,7.1,10
Sogang University,South Korea,Asia,Medium,Comprehensive,Very High,Private,576,509,21.4,17.5,45.5,56.7,5.1,7.1,19.6,13.8,16,17.7,-67
Southern Cross University,Australia,Oceania,Medium,Comprehensive,Very High,Public,576,651,21.4,4.4,2.8,2.9,46.3,81.1,44.8,44.2,4.8,48.2,75
Universidad Adolfo Ibáñez,Chile,Americas,Medium,Specialist,Very High,Private,576,567,21.4,20.6,57,4.7,4.6,36.9,3.9,31.5,53.3,2,-9
Jawaharlal Nehru University,India,Asia,Medium,Comprehensive,Very High,Public,580,601,21.3,31,14.4,10,28.9,12.5,1.3,47.4,14.7,19.7,21
Jinan University (China),China (Mainland),Asia,Extra Large,Full Comprehensive,Very High,Public,580,631,21.3,5.2,2.7,8.9,52.7,34,83.1,52.8,6.5,3.1,51
Management and Science University,Malaysia,Asia,Small,Foucsed,Very High,Semi-Autonomous,580,621,21.3,15.1,18.1,40.2,1.8,97.3,99.4,12.1,4.2,1.2,41
Politecnico di Bari,Italy,Europe,Small,Specialist,Very High,Public,580,556,21.3,6.9,4.8,11.3,76.5,4.6,7.2,46.6,3.5,1.3,-24
Université Paul Sabatier Toulouse III,France,Europe,Large,Foucsed,Very High,Public,580,511,21.3,17.7,3.4,38.5,28,5.1,21.5,98.5,6,10.3,-69
Institut Teknologi Sepuluh Nopember (ITS Surabaya),Indonesia,Asia,Large,Foucsed,Very High,Public,585,621,21.2,17.3,48.9,47.8,1.6,47.5,5.3,12,13,16.1,36
Singapore Management University,Singapore,Asia,Medium,Specialist,Very High,Public,585,545,21.2,12.3,14.2,10.2,18.8,100,58.9,20.8,27.1,26.3,-40
Bond University,Australia,Oceania,Small,Foucsed,Very High,Private,587,567,21.1,4.3,4.6,47.8,28.8,70.4,86.6,26.5,8.4,1,-20
Shoolini University of Biotechnology and Management Sciences,India,Asia,Small,Comprehensive,Very High,Private,587,771,21.1,10,14.9,8.1,55.9,33.3,1.7,44.8,2,16.3,184
The University of Georgia,United States,Americas,Extra Large,Full Comprehensive,Very High,Public,587,514,21.1,20.6,18.6,9.8,24.4,6.7,4.5,83.7,21.5,30.7,-73
Universiti Teknologi MARA - UiTM,Malaysia,Asia,Extra Large,Full Comprehensive,Very High,Public,587,555,21.1,30.8,40.4,17.6,2.8,1.7,2.1,68.6,3.6,15.2,-32
University of Kwazulu-Natal,South Africa,Africa,Extra Large,Full Comprehensive,Very High,Public,587,621,21.1,12.6,10.2,5.5,24.5,24.5,1.6,93.7,71.2,37.9,34
Ain Shams University,Egypt,Africa,Extra Large,Full Comprehensive,Very High,Public,592,721,21,24,32.2,11.3,1.9,23.1,7.5,74.2,56.3,9.8,129
Nottingham Trent University,United Kingdom,Europe,Extra Large,Comprehensive,High,Public,592,595,21,10.6,15.1,10.6,5.1,57.1,74,84.6,12,64.1,3
Universität Bremen,Germany,Europe,Large,Comprehensive,Very High,Public,592,514,21,18.5,7.7,13.1,24.4,46.9,26.4,89.1,1.8,19.9,-78
ITMO University,Russia,Europe,Medium,Foucsed,Very High,Public,595,542,20.9,10.5,13,95.5,5.4,20.3,36.2,65.3,1.9,1.2,-53
Thammasat University,Thailand,Asia,Large,Full Comprehensive,High,Public,596,600,20.8,24.6,19.4,26.6,2.1,9.1,1.7,41,84.6,33.6,4
Universitas Padjadjaran,Indonesia,Asia,Extra Large,Foucsed,Very High,Public,596,661,20.8,19,41.6,41.4,1.4,34.8,2.2,19.6,33.4,21.3,65
University of Iowa,United States,Americas,Large,Full Comprehensive,Very High,Public,596,491,20.8,18.4,8.7,41.7,19.1,15.5,3.7,75.6,26.6,20.8,-105
University of Ljubljana,Slovenia,Europe,Extra Large,Full Comprehensive,Very High,Public,596,621,20.8,19.9,9.2,33.3,5.9,4.2,9.7,84.8,97.6,4.9,25
University of Texas Dallas,United States,Americas,Large,Full Comprehensive,Very High,Public,596,520,20.8,13.1,15.9,3.4,43.3,9.7,47.4,60.4,4.9,9.5,-76
Ca' Foscari University of Venice,Italy,Europe,Large,Comprehensive,Very High,Public,601,661,21.48,19.6,15.8,5.7,12.7,42,8.9,64.6,12.3,74.5,60
Illinois Institute of Technology,United States,Americas,Medium,Foucsed,Very High,Private,601,469,21.54,12.8,11,14.1,35.9,19.2,97.3,18.9,12.2,1.6,-132
King Khalid University,Saudi Arabia,Asia,Large,Full Comprehensive,Very High,Public,601,761,21.78,16.6,8.3,49.8,2.7,100,18,78.3,2.2,2.3,160
Kingston University  London,United Kingdom,Europe,Large,Comprehensive,High,Public,601,601,21.65,17.9,15.3,5.8,7.6,70.8,99.2,48.2,12.6,6.9,0
Manchester Metropolitan University (MMU),United Kingdom,Europe,Extra Large,Comprehensive,Very High,Public,601,590,21.47,11.8,12.6,8.1,10.1,42.9,37.7,91.7,12.3,79.6,-11
National Chengchi University,Taiwan,Asia,Large,Comprehensive,High,Public,601,567,21.56,20.1,37.8,17.1,2.2,26.5,21.8,13.3,91.1,1.6,-34
Paris Lodron University of Salzburg,Austria,Europe,Medium,Comprehensive,Very High,Public,601,681,21.81,9.7,2.9,20.8,6.8,96.1,93.7,55.5,15.7,39.5,80
Rensselaer Polytechnic Institute,United States,Americas,Medium,Comprehensive,Very High,Private,601,494,21.59,8,8.4,19.7,56.6,3.7,29.9,25,31.4,2.8,-107
Universität des Saarlandes,Germany,Europe,Large,Full Comprehensive,Very High,Public,601,600,21.53,10.2,5,92.2,7,4.6,35.9,71.4,29,1.2,-1
University of Crete,Greece,Europe,Large,Full Comprehensive,High,Public,601,534,21.46,13.9,12.7,2.4,58.7,2.3,3.5,57,3.6,1.8,-67
University of Hohenheim,Germany,Europe,Medium,Specialist,Very High,Public,601,651,21.8,8.6,6.1,12,47.5,25.2,25.9,76.9,5,19.2,50
University of South Carolina,United States,Americas,Extra Large,Full Comprehensive,Very High,Public,601,575,21.48,13.8,9.4,9.7,28.3,30.4,3.2,71.9,17.3,63.1,-26
American University of the Middle East,Kuwait,Asia,Medium,Specialist,High,Semi-Autonomous,611,671,21.22,23.1,21.6,19.7,3.7,100,23,35.1,5.1,3.5,60
Asia Pacific University of Technology and Innovation (APU),Malaysia,Asia,Small,Foucsed,Very High,Semi-Autonomous,611,621,21.42,9.3,12.5,62.2,1.6,92,100,6.8,4,1.6,10
Brno University of Technology,Czech Republic,Europe,Large,Foucsed,Very High,Public,611,611,21.17,13,29.3,25.7,7.3,14.8,67.3,78.8,12.7,3.3,0
Christian-Albrechts-University zu Kiel,Germany,Europe,Large,Full Comprehensive,Very High,Public,611,530,21.96,17.7,10.8,44.7,15.6,12.5,8.4,90,14.3,23.5,-81
Eastern Mediterranean University,Northern Cyprus,Asia,Large,Full Comprehensive,Medium,Public,611,708.5249663,21.2,5.6,2.1,3.5,26.5,90.1,100,55.2,24.1,1.8,97.52496626
Pontifícia Universidade Católica do Rio de Janeiro,Brazil,Americas,Medium,Comprehensive,Very High,Private,611,595,21.33,32.4,16.2,10.8,7.5,12.6,1.6,44.5,68,5.4,-16
Taipei Medical University (TMU),Taiwan,Asia,Medium,Specialist,Very High,Private,611,577,21.32,10.6,12.5,90.4,18.9,16,13.7,22.9,8.1,8.3,-34
University of Klagenfurt,Austria,Europe,Small,Foucsed,Very High,Public,611,580,21.17,5.7,3.7,51.3,11.3,96,87.8,35.6,9.2,1.6,-31
University of Minho,Portugal,Europe,Large,Full Comprehensive,Very High,Public,611,611,21.36,15.6,7.1,26.5,21,15.9,14.9,83.7,8.6,52.1,0
Abo Akademi University,Finland,Europe,Medium,Comprehensive,Very High,Public,621,601,20.88,7.5,4.8,18.9,43.2,45.9,22.6,64.5,8.3,6.4,-20
American University in Dubai,United Arab Emirates,Asia,Small,Foucsed,High,Semi-Autonomous,621,601,20.86,10.3,16.9,25.2,1.9,100,100,4.5,41.3,1,-20
Auezov South Kazakhstan University (SKU),Kazakhstan,Asia,Large,Comprehensive,Medium,Public,621,611,20.95,18.5,28.7,89.5,1,12.9,16.2,4,3.2,2.6,-10
Charles Darwin University,Australia,Oceania,Medium,Foucsed,Very High,Public,621,601,21.11,5.7,4.2,4.5,44.2,25.4,55.2,41.3,3.9,63.7,-20
Istanbul University,Turkey,Asia,Extra Large,Full Comprehensive,High,Public,621,711,21.13,28.1,25.3,2.8,3.5,5.3,9.9,68.8,72.8,1.7,90
Renmin (People's) University of China,China (Mainland),Asia,Large,Foucsed,Very High,Public,621,556,20.99,19.5,37.3,16.3,7.9,6.6,4.9,24.3,81.2,9.7,-65
Tallinn University of Technology (TalTech),Estonia,Europe,Medium,Foucsed,Very High,Public,621,651,21.1,12.8,10.2,31.5,10.8,60,18.3,83.3,45.6,1.3,30
Universidad de Alcalá,Spain,Europe,Large,Full Comprehensive,High,Public,621,538,20.86,9.7,5.8,60,5.6,10.6,44.9,77.1,7.7,59,-83
Universidad de Palermo (UP),Argentina,Americas,Small,Foucsed,Medium,Private,621,530,21.24,10.2,9.8,92.8,1,35.6,91.9,2.6,7.8,6.75,-91
University of South Florida,United States,Americas,Extra Large,Comprehensive,Very High,Public,621,563,20.98,12.9,9.5,8.8,36.3,19.9,22.2,86.7,6.1,15.9,-58
University of Tromsø The Arctic University of Norway,Norway,Europe,Large,Full Comprehensive,Very High,Public,621,577,21.1,11,4.3,68.3,8.9,69.3,7,78.4,5.6,10.5,-44
Al Ain University,United Arab Emirates,Asia,Small,Foucsed,Very High,Private,552,611,22.5,22.6,15.7,13.4,5.9,100,100,27.5,5.9,5.2,59
Ajou University,South Korea,Asia,Medium,Full Comprehensive,Very High,Private,631,631,20.84,13.7,15,68.9,17.9,9.3,24.2,18.8,4.2,23.7,0
Boston College,United States,Americas,Large,Foucsed,Very High,Private,631,631,20.83,21.3,16.2,21.2,16.6,12.5,18.8,50.8,42.2,7.1,0
Chang Gung University,Taiwan,Asia,Medium,Foucsed,Very High,Private,631,621,20.7,6.3,4.3,71.6,41.9,5.1,4.5,27.7,2,13.2,-10
China University of Petroleum,China (Mainland),Asia,Large,Comprehensive,Very High,Public,631,711,20.64,3.4,1.7,8.6,79.7,1.7,2.8,24.1,21.1,1.5,80
Far Eastern Federal University,Russia,Europe,Large,Comprehensive,High,Public,631,641,20.76,12.8,5.5,96.7,1.7,10.8,63.1,41.7,5.1,1.1,10
Inha University,South Korea,Asia,Large,Full Comprehensive,Very High,Private,631,691,20.8,12.2,14.3,77.2,10.9,9.7,13.7,23.9,13.1,41.4,60
Savitribai Phule Pune University,India,Asia,Medium,Comprehensive,Very High,Public,631,711,20.57,8.9,18.3,48.8,35.3,1.4,2.5,44.2,14.4,1.8,80
Tulane University,United States,Americas,Large,Full Comprehensive,High,Private,631,600,20.76,9.8,6,84.7,9.7,9.9,10.8,75.4,26,8,-31
Universidad de Concepción,Chile,Americas,Large,Full Comprehensive,High,Private,631,601,20.63,26.2,22.4,14.8,6.7,10.6,1.7,61.1,12.5,45.9,-30
University of Portsmouth,United Kingdom,Europe,Large,Comprehensive,Very High,Public,631,502,20.64,8.1,7.3,8.6,15.1,74,85.3,75.4,8.9,21.1,-129
Beirut Arab University,Lebanon,Asia,Small,Full Comprehensive,High,Private,641,711,20.29,17.7,14.8,19.1,3.3,88.5,48.2,28,38.2,1,70
De La Salle University,Philippines,Asia,Large,Comprehensive,High,Private,641,681,20.38,22.6,52.4,10,4.5,1.9,2.5,22.2,47.4,2.7,40
East China University of Science and Technology,China (Mainland),Asia,Extra Large,Comprehensive,Very High,Public,641,681,20.54,6.9,3.4,11.8,69.7,2.5,1.7,39.6,10.5,2.5,40
Hacettepe University,Turkey,Asia,Large,Full Comprehensive,Very High,Public,641,761,20.49,22.5,29.4,10.8,7.1,4,3.5,72.1,22.2,34.8,120
Lehigh University,United States,Americas,Medium,Comprehensive,Very High,Private,641,548,20.3,5.2,4.8,24.3,32.5,47.1,27.8,44.5,29,33.3,-93
National Central University,Taiwan,Asia,Medium,Comprehensive,Very High,Public,641,611,20.35,21.5,28.2,22.9,14.4,11.6,10,30.4,10.2,27.9,-30
Oregon State University,United States,Americas,Large,Comprehensive,Very High,Public,641,505,20.42,14.6,4.2,15.6,33.9,11.7,8.1,81.2,19.3,21.1,-136
Ritsumeikan University,Japan,Asia,Extra Large,Comprehensive,High,Private,641,631,20.35,16.6,55.7,7.8,3.1,28.4,9.6,30.9,3.9,39.5,-10
Soochow University,China (Mainland),Asia,Extra Large,Comprehensive,Very High,Public,641,681,20.31,6.6,2.6,15.9,63,6.2,2.5,47.4,16.8,2,40
Symbiosis International (Deemed University),India,Asia,Large,Foucsed,Very High,Private,641,708.5249663,20.47,5.4,95.6,19.7,1.8,16.1,3.6,16.7,5.2,2,67.52496626
Universiti Tenaga Nasional (UNITEN),Malaysia,Asia,Small,Specialist,Very High,Semi-Autonomous,641,761,20.29,8,11.6,62.2,17.3,18,65,32.9,4.4,9.1,120
University of Missouri  Columbia,United States,Americas,Large,Full Comprehensive,Very High,Public,641,586,20.53,14.3,8,37.8,16.5,46.7,3.3,66.5,30.5,12.3,-55
