country,year,indicator,value,category
Togo,1985,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.9,attainment
Togo,1985,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Completed Tertiary,0.48,attainment
Togo,1985,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.7,attainment
Togo,1985,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Completed Tertiary,0.53,attainment
Togo,1985,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.77,attainment
Togo,1985,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Completed Tertiary,0.23,attainment
Togo,1985,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),0.33,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 15+, female",0.05,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 15+, total",0.07,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 15-19, female",0.02,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 15-19, total",0.01,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",0.06,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",0.08,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 25+, female",0.06,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 25+, total",0.1,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",0.11,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",0.14,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",0.11,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",0.14,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",0.04,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",0.08,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",0.04,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",0.08,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",0.04,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",0.08,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",0.04,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",0.08,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",0.04,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",0.08,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",0.04,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",0.08,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",0.04,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",0.08,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",0.04,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",0.08,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 75+, female",0.04,attainment
Tonga,1985,"Barro-Lee: Average years of tertiary schooling, age 75+, total",0.08,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Completed Tertiary,0.86,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1.69,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Completed Tertiary,0.13,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.73,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Completed Tertiary,0.86,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.02,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Completed Tertiary,1.26,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1.96,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Completed Tertiary,2.14,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),3.48,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Completed Tertiary,2.17,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),3.48,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Completed Tertiary,0.91,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.33,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Completed Tertiary,0.9,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.33,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Completed Tertiary,0.87,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.33,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Completed Tertiary,0.87,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.33,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Completed Tertiary,0.82,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.33,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Completed Tertiary,0.84,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.33,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Completed Tertiary,0.83,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.33,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Completed Tertiary,0.84,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.33,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Completed Tertiary,0.82,attainment
Tonga,1985,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1.33,attainment
Tonga,1985,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,1.2,attainment
Tonga,1985,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),2.32,attainment
Tonga,1985,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Completed Tertiary,0.1,attainment
Tonga,1985,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.5,attainment
Tonga,1985,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,1.18,attainment
Tonga,1985,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.89,attainment
Tonga,1985,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,1.93,attainment
Tonga,1985,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),2.89,attainment
Tonga,1985,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Completed Tertiary,2.56,attainment
Tonga,1985,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),4.21,attainment
Tonga,1985,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Completed Tertiary,2.61,attainment
Tonga,1985,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),4.21,attainment
Tonga,1985,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Completed Tertiary,1.56,attainment
Tonga,1985,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.26,attainment
Tonga,1985,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Completed Tertiary,1.56,attainment
Tonga,1985,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.26,attainment
Tonga,1985,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Completed Tertiary,1.57,attainment
Tonga,1985,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.26,attainment
Tonga,1985,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Completed Tertiary,1.57,attainment
Tonga,1985,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.26,attainment
Tonga,1985,Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Completed Tertiary,1.54,attainment
Tonga,1985,Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.26,attainment
Tonga,1985,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Completed Tertiary,1.59,attainment
Tonga,1985,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.26,attainment
Tonga,1985,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Completed Tertiary,1.56,attainment
Tonga,1985,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.26,attainment
Tonga,1985,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Completed Tertiary,1.56,attainment
Tonga,1985,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.26,attainment
Tonga,1985,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Completed Tertiary,1.55,attainment
Tonga,1985,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),2.26,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 15+, female",0.07,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 15+, total",0.09,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 15-19, female",0.0,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 15-19, total",0.0,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",0.1,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",0.1,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 25+, female",0.08,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 25+, total",0.11,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",0.09,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",0.1,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",0.11,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",0.14,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",0.11,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",0.14,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",0.08,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",0.14,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",0.08,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",0.14,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",0.05,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",0.1,attainment
Trinidad and Tobago,1985,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",0.05,attainment
